Symbol,Score,Signal,Close,RSI,Trend,52W_Position_%,Volume_Ratio,Momentum_5D_%,Factors
AKJCL,55,BUY,352.0,59.0,UP,84.4,0.43,-5.6,"Strong_Uptrend, Above_200SMA, Negative_5D_Momentum_Reversal, Strong_20D_Momentum"
API,50,BUY,312.4,64.6,UP,78.6,3.17,5.9,"Strong_Uptrend, Above_200SMA, High_Volume, Positive_5D_Momentum"
PLI,50,BUY,587.0,51.8,UP,79.1,0.62,-1.7,"Strong_Uptrend, Above_200SMA, Below_BB_Middle, Strong_20D_Momentum"
SADBL,45,WATCH,416.5,56.8,UP,26.9,0.43,1.1,"Strong_Uptrend, Above_200SMA, Lower_Half_Range"
CFCL,40,WATCH,522.3,37.5,DOWN,28.5,0.35,-2.4,"Low_RSI, Above_200SMA, Lower_Half_Range, Below_BB_Middle"
LEC,40,WATCH,217.9,56.0,UP,46.9,0.22,1.3,"Strong_Uptrend, Above_200SMA, Below_BB_Middle"
HURJA,40,WATCH,255.0,55.9,UP,62.9,0.24,-3.0,"Strong_Uptrend, Above_200SMA, Below_BB_Middle"
GLH,40,WATCH,264.0,53.8,UP,46.7,0.43,-0.5,"Strong_Uptrend, Above_200SMA, Below_BB_Middle"
MFIL,40,WATCH,806.0,56.4,UP,81.9,1.14,7.9,"Strong_Uptrend, Above_200SMA, Positive_5D_Momentum"
NABBC,40,WATCH,1422.9,27.4,DOWN,56.6,0.77,0.3,"Oversold_RSI, Above_200SMA, Below_BB_Middle, Deep_Pullback"
PPCL,40,WATCH,371.0,46.9,UP,76.9,0.23,-0.3,"Strong_Uptrend, Above_200SMA, Below_BB_Middle"
UMHL,40,WATCH,624.0,47.2,UP,82.2,0.33,1.8,"Strong_Uptrend, Above_200SMA, Below_BB_Middle"
SBI,40,WATCH,410.0,56.0,UP,41.2,1.31,1.2,"Strong_Uptrend, Above_200SMA, Above_Avg_Volume"
GHL,40,WATCH,240.0,56.4,UP,35.2,0.3,0.0,"Strong_Uptrend, Above_200SMA, Below_BB_Middle"
MDB,35,WATCH,637.5,48.0,UP,50.5,0.57,3.0,"Strong_Uptrend, Above_200SMA"
MBL,35,WATCH,229.6,55.0,UP,38.6,0.4,1.6,"Strong_Uptrend, Above_200SMA"
SANIMA,35,WATCH,333.0,54.3,UP,43.3,0.41,0.2,"Strong_Uptrend, Above_200SMA"
NHPC,35,WATCH,224.0,63.3,UP,75.6,0.36,2.8,"Strong_Uptrend, Above_200SMA"
PMHPL,35,WATCH,349.0,47.6,UP,41.8,0.32,0.3,"Strong_Uptrend, Above_200SMA"
EBL,35,WATCH,672.5,62.9,UP,51.2,0.84,1.1,"Strong_Uptrend, Above_200SMA"
CHDC,35,WATCH,2497.0,65.4,UP,66.2,0.6,-0.6,"Strong_Uptrend, Above_200SMA"
SHEL,35,WATCH,298.7,57.1,UP,58.8,0.36,-0.7,"Strong_Uptrend, Above_200SMA"
SCB,35,WATCH,647.1,63.6,UP,56.0,1.04,1.0,"Strong_Uptrend, Above_200SMA"
UNHPL,35,WATCH,496.0,49.4,UP,82.0,0.35,2.7,"Strong_Uptrend, Above_200SMA"
GUFL,30,WATCH,544.0,35.4,DOWN,39.5,0.3,-0.7,"Low_RSI, Above_200SMA, Below_BB_Middle"
RADHI,30,WATCH,849.0,54.8,UP,93.2,0.38,2.1,"Strong_Uptrend, Above_200SMA, Near_52W_High, Below_BB_Middle"
NBB,30,WATCH,400.0,61.3,UP,61.0,3.15,0.9,"Strong_Uptrend, Below_200SMA, High_Volume, Strong_20D_Momentum"
PLIC,30,WATCH,340.0,16.8,DOWN,0.0,2.22,-6.6,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB, High_Volume, Negative_5D_Momentum_Reversal"
RHPL,30,WATCH,284.0,54.2,UP,12.5,0.27,-3.4,"Strong_Uptrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
GFCL,30,WATCH,635.0,38.5,DOWN,34.8,0.22,-0.8,"Low_RSI, Above_200SMA, Below_BB_Middle"
KKHC,30,WATCH,279.0,64.2,UP,26.6,0.44,-3.3,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Strong_20D_Momentum"
SIFC,30,WATCH,584.9,37.1,DOWN,63.3,0.15,1.4,"Low_RSI, Above_200SMA, Below_BB_Middle"
SBL,30,WATCH,376.0,34.6,DOWN,83.7,0.36,0.8,"Low_RSI, Above_200SMA, Below_BB_Middle"
TRH,25,NEUTRAL,755.3,45.0,UP,13.2,0.7,1.7,"Strong_Uptrend, Below_200SMA, Near_52W_Low"
SJCL,25,NEUTRAL,296.0,49.4,UP,24.3,0.24,-1.9,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
SSHL,25,NEUTRAL,186.0,46.2,UP,22.8,0.21,0.3,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
TPC,25,NEUTRAL,384.0,46.4,UP,28.3,0.31,-2.0,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
RHPC,25,NEUTRAL,840.0,75.0,UP,75.1,2.13,16.7,"Overbought_RSI, Weak_Uptrend, Above_200SMA, High_Volume, Positive_5D_Momentum"
NGPL,25,NEUTRAL,424.9,54.9,UP,87.6,0.5,-0.0,"Strong_Uptrend, Above_200SMA, Near_52W_High"
KRBL,25,NEUTRAL,810.0,46.4,UP,93.7,0.89,3.9,"Strong_Uptrend, Above_200SMA, Near_52W_High"
CHL,25,NEUTRAL,282.7,53.5,UP,15.8,0.31,0.8,"Strong_Uptrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
MEGA,20,NEUTRAL,219.0,86.0,UP,15.8,2.32,5.8,"Overbought_RSI, Weak_Uptrend, Below_200SMA, Lower_Half_Range, High_Volume, Positive_5D_Momentum, Strong_20D_Momentum"
KSBBL,20,NEUTRAL,458.0,51.5,UP,27.4,0.45,0.5,"Strong_Uptrend, Below_200SMA, Lower_Half_Range"
HDHPC,20,NEUTRAL,193.9,46.5,DOWN,52.5,0.18,-0.6,"Above_200SMA, Below_BB_Middle"
ICFC,20,NEUTRAL,650.0,47.5,DOWN,56.4,0.28,1.5,"Above_200SMA, Below_BB_Middle"
GBBL,20,NEUTRAL,402.9,58.1,UP,29.5,0.67,2.6,"Strong_Uptrend, Below_200SMA, Lower_Half_Range"
AKPL,20,NEUTRAL,263.8,49.1,DOWN,57.8,0.44,-0.5,"Above_200SMA, Below_BB_Middle"
MPFL,20,NEUTRAL,618.5,40.1,DOWN,48.4,0.19,1.4,"Above_200SMA, Below_BB_Middle"
SINDU,20,NEUTRAL,738.1,10.4,DOWN,16.0,0.24,1.0,"Oversold_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
SLICL,15,NEUTRAL,387.0,31.7,DOWN,3.8,2.62,5.1,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, High_Volume, Positive_5D_Momentum"
ULI,15,NEUTRAL,358.0,16.9,DOWN,0.0,1.87,-3.5,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, High_Volume"
BARUN,15,NEUTRAL,345.0,30.1,DOWN,16.8,0.19,-0.3,"Low_RSI, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
UPPER,15,NEUTRAL,184.9,52.7,UP,30.2,0.49,-0.2,"Strong_Uptrend, Below_200SMA, Below_BB_Middle"
GLICL,15,NEUTRAL,344.0,30.2,DOWN,0.0,2.68,-4.4,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB, High_Volume"
AHPC,10,NEUTRAL,280.0,60.0,UP,44.5,0.76,1.5,"Strong_Uptrend, Below_200SMA"
NYADI,10,NEUTRAL,393.1,46.3,DOWN,6.5,0.49,-2.1,"Below_200SMA, Near_52W_Low, Below_BB_Middle"
NABIL,10,NEUTRAL,497.9,49.7,UP,27.9,0.49,0.2,"Weak_Uptrend, Below_200SMA, Lower_Half_Range"
SAPDBL,5,NEUTRAL,814.0,21.2,DOWN,12.8,0.29,0.0,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
RLI,5,NEUTRAL,387.0,38.2,DOWN,26.4,1.68,-2.0,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, High_Volume"
CGH,5,NEUTRAL,826.0,22.6,DOWN,4.8,0.15,0.6,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
ALICL,5,NEUTRAL,443.0,23.5,DOWN,1.8,0.45,0.0,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
DHPL,5,NEUTRAL,299.5,48.8,DOWN,18.3,0.37,-1.4,"Below_200SMA, Lower_Half_Range, Below_BB_Middle"
JFL,5,NEUTRAL,415.3,28.8,DOWN,4.7,0.66,-2.2,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
JBBL,5,NEUTRAL,329.5,44.4,DOWN,24.6,0.35,-0.8,"Below_200SMA, Lower_Half_Range, Below_BB_Middle"
CCBL,5,NEUTRAL,199.5,84.0,UP,22.6,1.85,4.9,"Overbought_RSI, Weak_Uptrend, Below_200SMA, Lower_Half_Range, High_Volume"
GRDBL,5,NEUTRAL,1059.9,25.0,DOWN,10.4,0.33,-1.4,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
JLI,5,NEUTRAL,351.9,25.1,DOWN,2.5,0.08,-2.8,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
RLFL,5,NEUTRAL,446.9,46.9,DOWN,15.5,0.19,-0.0,"Below_200SMA, Lower_Half_Range, Below_BB_Middle"
NFS,0,NEUTRAL,626.0,38.0,DOWN,10.7,0.44,0.2,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SAHAS,0,NEUTRAL,566.0,56.9,UP,39.8,0.59,1.8,"Weak_Uptrend, Below_200SMA"
RRHP,0,NEUTRAL,563.9,50.6,DOWN,72.2,1.13,10.6,"Strong_Downtrend, Above_200SMA, Positive_5D_Momentum"
OHL,0,NEUTRAL,705.0,33.2,DOWN,10.8,0.81,-0.4,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SFCL,0,NEUTRAL,378.0,36.1,DOWN,2.7,0.52,-0.8,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NHDL,0,NEUTRAL,643.1,39.9,DOWN,3.0,0.16,-0.6,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
LICN,0,NEUTRAL,824.0,37.8,DOWN,9.0,0.72,-0.1,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
KPCL,0,NEUTRAL,522.5,37.3,DOWN,11.4,0.32,0.1,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
KBL,0,NEUTRAL,187.0,55.2,DOWN,20.1,0.97,2.2,"Below_200SMA, Lower_Half_Range"
MKJC,0,NEUTRAL,522.0,26.1,DOWN,28.1,0.32,-1.3,"Oversold_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
EDBL,0,NEUTRAL,583.2,35.6,DOWN,9.5,0.34,-1.2,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
CORBL,0,NEUTRAL,1615.0,34.6,DOWN,12.7,0.39,0.3,"Low_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
NCCB,0,NEUTRAL,189.0,61.4,DOWN,8.9,1.7,5.9,"Strong_Downtrend, Below_200SMA, Near_52W_Low, High_Volume, Positive_5D_Momentum"
BFC,-5,NEUTRAL,462.1,35.8,DOWN,15.4,0.25,-0.6,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
NBL,-5,NEUTRAL,241.6,44.3,DOWN,14.9,1.22,0.4,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle, Above_Avg_Volume"
SPC,-5,NEUTRAL,493.9,35.5,DOWN,18.7,0.21,-1.0,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
NIB,-5,NEUTRAL,251.0,76.1,DOWN,11.8,3.07,7.2,"Overbought_RSI, Strong_Downtrend, Below_200SMA, Near_52W_Low, High_Volume, Positive_5D_Momentum, Strong_20D_Momentum"
SHPC,-5,NEUTRAL,535.0,49.9,DOWN,39.2,0.28,-0.2,"Below_200SMA, Below_BB_Middle"
BOKL,-5,NEUTRAL,207.3,62.9,DOWN,4.5,3.21,-0.8,"Strong_Downtrend, Below_200SMA, Near_52W_Low, High_Volume"
GMFIL,-5,NEUTRAL,458.0,38.1,DOWN,28.3,0.18,0.2,"Low_RSI, Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
MHNL,-5,NEUTRAL,258.9,44.1,DOWN,33.9,0.26,-2.6,"Below_200SMA, Below_BB_Middle"
UMRH,-10,NEUTRAL,552.0,49.5,DOWN,7.4,0.32,1.1,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SHINE,-10,NEUTRAL,401.2,48.2,DOWN,11.2,0.64,-0.6,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
RURU,-10,NEUTRAL,657.6,44.6,DOWN,4.8,0.25,-0.4,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
SRBL,-10,NEUTRAL,173.1,51.6,DOWN,9.3,1.07,3.0,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
PROFL,-10,NEUTRAL,455.0,45.6,DOWN,12.0,0.28,0.4,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
PCBL,-10,NEUTRAL,234.8,47.3,DOWN,7.8,0.68,1.4,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
MNBBL,-10,NEUTRAL,360.4,47.8,DOWN,12.2,0.63,0.4,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
LBL,-10,NEUTRAL,173.0,50.4,DOWN,7.8,0.72,1.3,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
JOSHI,-10,NEUTRAL,290.0,41.7,DOWN,14.7,0.31,-2.0,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
HBL,-10,NEUTRAL,188.5,47.8,DOWN,3.7,0.7,-0.1,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
CHCL,-10,NEUTRAL,468.0,48.7,DOWN,5.9,0.82,0.2,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
CBL,-10,NEUTRAL,214.0,41.7,DOWN,22.0,1.36,-1.7,"Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle, Above_Avg_Volume"
MLBL,-10,NEUTRAL,364.9,44.8,DOWN,9.2,0.39,0.2,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
PRVU,-10,NEUTRAL,183.5,49.2,DOWN,3.6,0.69,0.8,"Strong_Downtrend, Below_200SMA, Near_52W_Low, Below_BB_Middle"
HPPL,-15,NEUTRAL,463.0,46.1,DOWN,17.5,1.12,0.3,"Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
BPCL,-15,NEUTRAL,713.0,38.7,DOWN,50.7,1.05,0.3,"Low_RSI, Strong_Downtrend, Below_200SMA, Below_BB_Middle"
SHL,-15,NEUTRAL,493.1,44.0,DOWN,15.0,0.41,0.8,"Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
NMB,-15,NEUTRAL,238.5,57.4,DOWN,13.5,1.05,1.5,"Strong_Downtrend, Below_200SMA, Near_52W_Low"
PFL,-15,NEUTRAL,380.0,47.7,DOWN,14.4,0.49,2.2,"Strong_Downtrend, Below_200SMA, Near_52W_Low"
NRN,-15,NEUTRAL,1495.0,45.2,DOWN,28.5,0.16,-2.5,"Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
CZBIL,-15,NEUTRAL,192.8,43.6,DOWN,13.5,0.98,2.5,"Strong_Downtrend, Below_200SMA, Near_52W_Low"
NICA,-15,NEUTRAL,325.0,46.0,DOWN,16.4,0.39,0.6,"Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
NLICL,-15,NEUTRAL,579.1,46.4,DOWN,19.9,0.34,1.8,"Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
NIFRA,-15,NEUTRAL,261.5,49.4,DOWN,23.0,0.43,1.0,"Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
SLI,-15,NEUTRAL,396.8,40.1,DOWN,26.6,0.53,-0.3,"Strong_Downtrend, Below_200SMA, Lower_Half_Range, Below_BB_Middle"
GBIME,-20,AVOID,226.7,52.1,DOWN,23.2,0.8,1.6,"Strong_Downtrend, Below_200SMA, Lower_Half_Range"
LBBL,-25,AVOID,470.0,47.4,DOWN,35.2,0.44,-0.8,"Strong_Downtrend, Below_200SMA, Below_BB_Middle"
MEN,-25,AVOID,583.0,50.9,DOWN,31.7,0.56,1.5,"Strong_Downtrend, Below_200SMA, Below_BB_Middle"
UPCL,-25,AVOID,367.2,45.2,DOWN,47.5,0.14,-1.6,"Strong_Downtrend, Below_200SMA, Below_BB_Middle"
SPDL,-25,AVOID,395.0,43.7,DOWN,56.9,0.23,-1.7,"Strong_Downtrend, Below_200SMA, Below_BB_Middle"
ADBL,-30,AVOID,298.0,50.0,DOWN,32.7,0.69,0.5,"Strong_Downtrend, Below_200SMA"
NLIC,-30,AVOID,772.1,57.9,DOWN,37.7,0.44,2.9,"Strong_Downtrend, Below_200SMA"
